Year,Units,Sex,Age,Region,County,Local Authority,Disability status,Ethnicity,Ethnic group,Employment status,GeoCode,Value
2014,Percentage (%),,,,,Middlesbrough,,,,,E06000002,85.5
2014,Percentage (%),,,,,Sunderland,,,,,E08000024,78.2
2014,Percentage (%),,,,,Tyneside,,,,,E12000001,83.4
2014,Percentage (%),,,North East,,,,,,,E12000001,81.3
2014,Percentage (%),,,,,Blackburn with Darwen,,,,,E06000008,78.6
2014,Percentage (%),,,,,Blackpool,,,,,E06000009,83.7
2014,Percentage (%),,,,,Carlisle,,,,,E07000028,84.6
2014,Percentage (%),,,,,Allerdale,,,,,E07000026,85.1
2014,Percentage (%),,,North West,,,,,,,E12000002,83.7
2014,Percentage (%),,,Northern Ireland,,,,,,,N92000002,77.4
2014,Percentage (%),,,,,Angus and Dundee City,,,,,S92000003,89.4
2014,Percentage (%),,,,,Clackmannanshire and Fife,,,,,S92000003,85.5
2014,Percentage (%),,,,,Dumfries  Galloway,,,,,S92000003,70.0
2014,Percentage (%),,,,,East Ayrshire and North Ayrshire mainland,,,,,S92000003,85.6
2014,Percentage (%),,,,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,S92000003,89.4
2014,Percentage (%),,,,,East Lothian and Midlothian,,,,,S92000003,83.5
2014,Percentage (%),,,,,"Edinburgh, City of",,,,,S92000003,86.5
2014,Percentage (%),,,,,Falkirk,,,,,S12000014,92.1
2014,Percentage (%),,,,,Glasgow City,,,,,S12000046,80.6
2014,Percentage (%),,,,,Highlands and Islands,,,,,S92000003,86.0
2014,Percentage (%),,,,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,S92000003,81.9
2014,Percentage (%),,,,,North Lanarkshire,,,,,S12000044,84.8
2014,Percentage (%),,,,,Perth  Kinross and Stirling,,,,,S92000003,86.5
2014,Percentage (%),,,,,Scottish Borders,,,,,S12000026,85.4
2014,Percentage (%),,,,,South Ayrshire,,,,,S12000028,80.3
2014,Percentage (%),,,,,South Lanarkshire,,,,,S12000029,81.6
2014,Percentage (%),,,,,West Lothian,,,,,S12000040,91.2
2014,Percentage (%),,,Scotland,,,,,,,S92000003,85.1
2014,Percentage (%),,,,,Berkshire,,,,,E12000008,89.9
2014,Percentage (%),,,,,Brighton and Hove,,,,,E06000043,89.3
2014,Percentage (%),,,,Buckinghamshire,,,,,,E10000002,89.9
2014,Percentage (%),,,,,East Sussex CC,,,,,E12000008,87.2
2014,Percentage (%),,,,,Isle of Wight,,,,,E06000046,89.1
2014,Percentage (%),,,,,Medway,,,,,E06000035,82.6
2014,Percentage (%),,,,,Milton Keynes,,,,,E06000042,94.2
2014,Percentage (%),,,,,Oxfordshire,,,,,E12000008,89.3
2014,Percentage (%),,,,,Portsmouth,,,,,E06000044,73.3
2014,Percentage (%),,,,,Southampton,,,,,E06000045,91.8
2014,Percentage (%),,,South East,,,,,,,E12000008,88.1
2014,Percentage (%),,,,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,86.6
2014,Percentage (%),,,,,Bournemouth and Poole,,,,,E12000009,87.7
2014,Percentage (%),,,,,Bristol,,,,,E06000023,89.7
2014,Percentage (%),,,,,Cornwall and Isles of Scilly,,,,,E12000009,83.2
2014,Percentage (%),,,,,Devon CC,,,,,E12000009,84.8
2014,Percentage (%),,,,,Dorset CC,,,,,E12000009,84.0
2014,Percentage (%),,,,,Gloucestershire,,,,,E12000009,89.8
2014,Percentage (%),,,,,Plymouth,,,,,E06000026,82.2
2014,Percentage (%),,,,,Somerset,,,,,E12000009,87.1
2014,Percentage (%),,,,,Swindon,,,,,E06000030,93.4
2014,Percentage (%),,,,,Torbay,,,,,E06000027,82.9
2014,Percentage (%),,,,,Wiltshire,,,,,E06000054,89.2
2014,Percentage (%),,,South West,,,,,,,E12000009,86.7
2014,Percentage (%),,,,,Bridgend and Neath Port Talbot,,,,,W92000004,81.5
2014,Percentage (%),,,,,Cardiff and Vale of Glamorgan,,,,,W92000004,88.6
2014,Percentage (%),,,,,Central Valleys,,,,,W92000004,78.2
2014,Percentage (%),,,,,Conwy and Denbighshire,,,,,W92000004,78.8
2014,Percentage (%),,,,,Flintshire and Wrexham,,,,,W92000004,87.8
2014,Percentage (%),,,,,Gwent,,,,,W92000004,71.9
2014,Percentage (%),,,,,Gwynedd,,,,,W06000002,90.4
2014,Percentage (%),,,,,Isle of Anglesey,,,,,W06000001,92.6
2014,Percentage (%),,,,,Monmouthshire and Newport,,,,,W92000004,81.6
2014,Percentage (%),,,,,Powys,,,,,W06000023,75.9
2014,Percentage (%),,,,,Pembrokeshire,,,,,W06000009,78.3
2014,Percentage (%),,,,,Swansea,,,,,W06000011,83.2
2014,Percentage (%),,,Wales,,,,,,,W92000004,81.7
2014,Percentage (%),,,,,Birmingham,,,,,E08000025,81.2
2014,Percentage (%),,,,,Coventry,,,,,E08000026,78.2
2014,Percentage (%),,,,,Herefordshire,,,,,E06000019,84.8
2014,Percentage (%),,,,,Shropshire CC,,,,,E12000005,88.4
2014,Percentage (%),,,,,Solihull,,,,,E08000029,83.0
2014,Percentage (%),,,,,Staffordshire CC,,,,,E12000005,81.2
2014,Percentage (%),,,,,Stoke-on-Trent,,,,,E06000021,88.3
2014,Percentage (%),,,,,Telford and Wrekin,,,,,E06000020,92.3
2014,Percentage (%),,,,,Warwickshire,,,,,E12000005,83.1
2014,Percentage (%),,,,Worcestershire,,,,,,E10000034,85.7
2014,Percentage (%),,,West Midlands,,,,,,,E12000005,82.2
2014,Percentage (%),,,,,"Barnsley, Doncaster and Rotherham",,,,,,82.2
2014,Percentage (%),,,,,Bradford,,,,,E08000032,82.2
2014,Percentage (%),,,,,East Riding of Yorkshire,,,,,E06000011,84.9
2014,Percentage (%),,,,,Kingston upon Hull,,,,,E06000010,82.9
2014,Percentage (%),,,,,Leeds,,,,,E08000035,86.9
2014,Percentage (%),,,,,North and North East Lincolnshire,,,,,,82.7
2014,Percentage (%),,,,North Yorkshire,,,,,,E10000023,84.6
2014,Percentage (%),,,,,Sheffield,,,,,E08000019,83.1
2014,Percentage (%),,,,,York,,,,,E06000014,86.8
2014,Percentage (%),,,Yorkshire and the Humber,,,,,,,,83.6
2014,Percentage (%),,,,,,Equality Act disabled,,,,,64.9
2014,Percentage (%),,,,,,Not Equality Act disabled,,,,,90.8
2014,Percentage (%),,,,,,,Asian/Asian British,Bangladeshi,,,86.9
2014,Percentage (%),,,,,,,Black/African/Caribbean/Black British,,,,87.7
2014,Percentage (%),,,,,,,Asian/Asian British,Chinese,,,90.8
2014,Percentage (%),,,,,,,Asian/Asian British,Indian,,,85.8
2014,Percentage (%),,,,,,,Mixed/multiple ethnic groups,,,,95.2
2014,Percentage (%),,,,,,,Asian/Asian British,Any other Asian background,,,90.4
2014,Percentage (%),,,,,,,Other ethnic group,,,,88.0
2014,Percentage (%),,,,,,,Asian/Asian British,Pakistani,,,79.2
2014,Percentage (%),,,,,,,White,,,,84.7
2014,Percentage (%),,,,,,,,,Employed,,96.3
2014,Percentage (%),,,,,,,,,Government employment & training programmes,,93.9
2014,Percentage (%),,,,,,,,,Inactive,,78.7
2014,Percentage (%),,,,,,,,,Retired,,51.8
2014,Percentage (%),,,,,,,,,Self-employed,,93.7
2014,Percentage (%),,,,,,,,,Student,,99.5
2014,Percentage (%),,,,,,,,,Unemployed,,94.6
2014,Percentage (%),,,,,,,,,Unpaid family worker,,86.0
2014,Percentage (%),,,,,,,,,,,85.0
2015,Percentage (%),Female,16 to 24,,,,,,,,,98.9
2015,Percentage (%),Female,25 to 34,,,,,,,,,98.6
2015,Percentage (%),Female,35 to 44,,,,,,,,,97.5
2015,Percentage (%),Female,45 to 54,,,,,,,,,93.6
2015,Percentage (%),Female,55 to 64,,,,,,,,,86.8
2015,Percentage (%),Female,65 to 74,,,,,,,,,68.4
2015,Percentage (%),Female,75 and over,,,,,,,,,27.3
2015,Percentage (%),Female,,,,,,,,,,84.6
2015,Percentage (%),Male,16 to 24,,,,,,,,,98.8
2015,Percentage (%),Male,25 to 34,,,,,,,,,98.6
2015,Percentage (%),Male,35 to 44,,,,,,,,,97.1
2015,Percentage (%),Male,45 to 54,,,,,,,,,93.7
2015,Percentage (%),Male,55 to 64,,,,,,,,,86.5
2015,Percentage (%),Male,65 to 74,,,,,,,,,73.0
2015,Percentage (%),Male,75 and over,,,,,,,,,40.7
2015,Percentage (%),Male,,,,,,,,,,87.9
2015,Percentage (%),,16 to 24,,,,Equality Act disabled,,,,,95.2
2015,Percentage (%),,16 to 24,,,,Not Equality Act disabled,,,,,99.3
2015,Percentage (%),,16 to 24,,,,,,,,,98.8
2015,Percentage (%),,25 to 34,,,,Equality Act disabled,,,,,95.2
2015,Percentage (%),,25 to 34,,,,Not Equality Act disabled,,,,,99.0
2015,Percentage (%),,25 to 34,,,,,,,,,98.6
2015,Percentage (%),,35 to 44,,,,Equality Act disabled,,,,,92.0
2015,Percentage (%),,35 to 44,,,,Not Equality Act disabled,,,,,98.2
2015,Percentage (%),,35 to 44,,,,,,,,,97.3
2015,Percentage (%),,45 to 54,,,,Equality Act disabled,,,,,85.0
2015,Percentage (%),,45 to 54,,,,Not Equality Act disabled,,,,,95.8
2015,Percentage (%),,45 to 54,,,,,,,,,93.6
2015,Percentage (%),,55 to 64,,,,Equality Act disabled,,,,,76.0
2015,Percentage (%),,55 to 64,,,,Not Equality Act disabled,,,,,91.0
2015,Percentage (%),,55 to 64,,,,,,,,,86.7
2015,Percentage (%),,65 to 74,,,,Equality Act disabled,,,,,60.5
2015,Percentage (%),,65 to 74,,,,Not Equality Act disabled,,,,,76.1
2015,Percentage (%),,65 to 74,,,,,,,,,70.6
2015,Percentage (%),,75 and over,,,,Equality Act disabled,,,,,27.4
2015,Percentage (%),,75 and over,,,,Not Equality Act disabled,,,,,40.0
2015,Percentage (%),,75 and over,,,,,,,,,33.0
2015,Percentage (%),,,,,Derby,,,,,E06000015,89.5
2015,Percentage (%),,,,,East Derbyshire,,,,,E12000004,85.8
2015,Percentage (%),,,,,Leicester,,,,,E06000016,85.7
2015,Percentage (%),,,,,Leicestershire CC and Rutland,,,,,E12000004,87.5
2015,Percentage (%),,,,,Lincolnshire,,,,,E12000004,82.8
2015,Percentage (%),,,,,North Nottinghamshire,,,,,E10000024,85.8
2015,Percentage (%),,,,,Nottingham,,,,,E06000018,87.0
2015,Percentage (%),,,,,South and West Derbyshire,,,,,E12000004,82.4
2015,Percentage (%),,,,,South Nottinghamshire,,,,,E10000024,89.0
2015,Percentage (%),,,East Midlands,,,,,,,E12000004,85.8
2015,Percentage (%),,,,,Cambridgeshire CC,,,,,E12000006,88.5
2015,Percentage (%),,,,,Hertfordshire,,,,,E12000006,88.8
2015,Percentage (%),,,,,Luton,,,,,E06000032,82.5
2015,Percentage (%),,,,,Peterborough,,,,,E06000031,94.6
2015,Percentage (%),,,,,Southend-on-Sea,,,,,E06000033,84.8
2015,Percentage (%),,,,,Suffolk,,,,,E12000006,83.9
2015,Percentage (%),,,,,Thurrock,,,,,E06000034,94.9
2015,Percentage (%),,,East of England,,,,,,,E12000006,87.2
2015,Percentage (%),,,London,,,,,,,E12000007,89.5
2015,Percentage (%),,,,,Darlington,,,,,E06000005,86.2
2015,Percentage (%),,,,,County Durham,,,,,E06000047,81.7
2015,Percentage (%),,,,,Hartlepool and Stockton-on-Tees,,,,,E12000001,87.4
2015,Percentage (%),,,,,Northumberland,,,,,E06000057,81.7
2015,Percentage (%),,,,,Middlesbrough,,,,,E06000002,82.0
2015,Percentage (%),,,,,Sunderland,,,,,E08000024,81.9
2015,Percentage (%),,,,,Tyneside,,,,,E12000001,78.7
2015,Percentage (%),,,North East,,,,,,,E12000001,81.6
2015,Percentage (%),,,,,Blackburn with Darwen,,,,,E06000008,77.8
2015,Percentage (%),,,,,Blackpool,,,,,E06000009,69.0
2015,Percentage (%),,,,,Carlisle,,,,,E07000028,86.4
2015,Percentage (%),,,,,Allerdale,,,,,E07000026,86.7
2015,Percentage (%),,,North West,,,,,,,E12000002,84.4
2015,Percentage (%),,,Northern Ireland,,,,,,,N92000002,79.6
2015,Percentage (%),,,,,Angus and Dundee City,,,,,S92000003,88.8
2015,Percentage (%),,,,,Clackmannanshire and Fife,,,,,S92000003,85.2
2015,Percentage (%),,,,,Dumfries  Galloway,,,,,S92000003,79.4
2015,Percentage (%),,,,,East Ayrshire and North Ayrshire mainland,,,,,S92000003,82.4
2015,Percentage (%),,,,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,S92000003,80.8
2015,Percentage (%),,,,,East Lothian and Midlothian,,,,,S92000003,93.5
2015,Percentage (%),,,,,"Edinburgh, City of",,,,,S92000003,87.1
2015,Percentage (%),,,,,Falkirk,,,,,S12000014,81.6
2015,Percentage (%),,,,,Glasgow City,,,,,S12000046,83.3
2015,Percentage (%),,,,,Highlands and Islands,,,,,S92000003,82.1
2015,Percentage (%),,,,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,S92000003,82.1
2015,Percentage (%),,,,,North Lanarkshire,,,,,S12000044,85.7
2015,Percentage (%),,,,,Perth  Kinross and Stirling,,,,,S92000003,83.4
2015,Percentage (%),,,,,Scottish Borders,,,,,S12000026,85.3
2015,Percentage (%),,,,,South Ayrshire,,,,,S12000028,85.6
2015,Percentage (%),,,,,South Lanarkshire,,,,,S12000029,88.3
2015,Percentage (%),,,,,West Lothian,,,,,S12000040,89.4
2015,Percentage (%),,,Scotland,,,,,,,S92000003,85.4
2015,Percentage (%),,,,,Berkshire,,,,,E12000008,91.2
2015,Percentage (%),,,,,Brighton and Hove,,,,,E06000043,90.5
2015,Percentage (%),,,,Buckinghamshire,,,,,,E10000002,92.1
2015,Percentage (%),,,,,East Sussex CC,,,,,E12000008,88.1
2015,Percentage (%),,,,,Isle of Wight,,,,,E06000046,80.7
2015,Percentage (%),,,,,Medway,,,,,E06000035,91.0
2015,Percentage (%),,,,,Milton Keynes,,,,,E06000042,90.1
2015,Percentage (%),,,,,Oxfordshire,,,,,E12000008,93.2
2015,Percentage (%),,,,,Portsmouth,,,,,E06000044,86.6
2015,Percentage (%),,,,,Southampton,,,,,E06000045,89.3
2015,Percentage (%),,,South East,,,,,,,E12000008,89.6
2015,Percentage (%),,,,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,87.1
2015,Percentage (%),,,,,Bournemouth and Poole,,,,,E12000009,87.3
2015,Percentage (%),,,,,Bristol,,,,,E06000023,91.3
2015,Percentage (%),,,,,Cornwall and Isles of Scilly,,,,,E12000009,79.9
2015,Percentage (%),,,,,Devon CC,,,,,E12000009,86.3
2015,Percentage (%),,,,,Dorset CC,,,,,E12000009,87.4
2015,Percentage (%),,,,,Gloucestershire,,,,,E12000009,90.6
2015,Percentage (%),,,,,Plymouth,,,,,E06000026,86.4
2015,Percentage (%),,,,,Somerset,,,,,E12000009,87.1
2015,Percentage (%),,,,,Swindon,,,,,E06000030,93.0
2015,Percentage (%),,,,,Torbay,,,,,E06000027,84.0
2015,Percentage (%),,,,,Wiltshire,,,,,E06000054,87.4
2015,Percentage (%),,,South West,,,,,,,E12000009,87.2
2015,Percentage (%),,,,,Bridgend and Neath Port Talbot,,,,,W92000004,84.9
2015,Percentage (%),,,,,Cardiff and Vale of Glamorgan,,,,,W92000004,86.8
2015,Percentage (%),,,,,Central Valleys,,,,,W92000004,79.6
2015,Percentage (%),,,,,Conwy and Denbighshire,,,,,W92000004,80.3
2015,Percentage (%),,,,,Flintshire and Wrexham,,,,,W92000004,84.0
2015,Percentage (%),,,,,Gwent,,,,,W92000004,86.2
2015,Percentage (%),,,,,Gwynedd,,,,,W06000002,85.8
2015,Percentage (%),,,,,Isle of Anglesey,,,,,W06000001,58.2
2015,Percentage (%),,,,,Monmouthshire and Newport,,,,,W92000004,86.1
2015,Percentage (%),,,,,Powys,,,,,W06000023,84.1
2015,Percentage (%),,,,,Pembrokeshire,,,,,W06000009,77.0
2015,Percentage (%),,,,,Swansea,,,,,W06000011,80.2
2015,Percentage (%),,,Wales,,,,,,,W92000004,82.5
2015,Percentage (%),,,,,Birmingham,,,,,E08000025,82.0
2015,Percentage (%),,,,,Coventry,,,,,E08000026,86.8
2015,Percentage (%),,,,,Herefordshire,,,,,E06000019,84.8
2015,Percentage (%),,,,,Shropshire CC,,,,,E12000005,80.2
2015,Percentage (%),,,,,Solihull,,,,,E08000029,90.3
2015,Percentage (%),,,,,Staffordshire CC,,,,,E12000005,86.0
2015,Percentage (%),,,,,Stoke-on-Trent,,,,,E06000021,86.6
2015,Percentage (%),,,,,Telford and Wrekin,,,,,E06000020,87.3
2015,Percentage (%),,,,,Warwickshire,,,,,E12000005,90.7
2015,Percentage (%),,,,Worcestershire,,,,,,E10000034,87.7
2015,Percentage (%),,,West Midlands,,,,,,,E12000005,85.1
2015,Percentage (%),,,,,"Barnsley, Doncaster and Rotherham",,,,,,81.9
2015,Percentage (%),,,,,Bradford,,,,,E08000032,87.3
2015,Percentage (%),,,,,East Riding of Yorkshire,,,,,E06000011,86.1
2015,Percentage (%),,,,,Kingston upon Hull,,,,,E06000010,89.7
2015,Percentage (%),,,,,Leeds,,,,,E08000035,87.0
2015,Percentage (%),,,,,North and North East Lincolnshire,,,,,,80.7
2015,Percentage (%),,,,North Yorkshire,,,,,,E10000023,89.0
2015,Percentage (%),,,,,Sheffield,,,,,E08000019,83.4
2015,Percentage (%),,,,,York,,,,,E06000014,83.3
2015,Percentage (%),,,Yorkshire and the Humber,,,,,,,,85.3
2015,Percentage (%),,,,,,Equality Act disabled,,,,,67.8
2015,Percentage (%),,,,,,Not Equality Act disabled,,,,,91.7
2015,Percentage (%),,,,,,,Asian/Asian British,Bangladeshi,,,83.1
2015,Percentage (%),,,,,,,Black/African/Caribbean/Black British,,,,87.7
2015,Percentage (%),,,,,,,Asian/Asian British,Chinese,,,92.6
2015,Percentage (%),,,,,,,Asian/Asian British,Indian,,,87.8
2015,Percentage (%),,,,,,,Mixed/multiple ethnic groups,,,,97.0
2015,Percentage (%),,,,,,,Asian/Asian British,Any other Asian background,,,91.0
2015,Percentage (%),,,,,,,Other ethnic group,,,,90.5
2015,Percentage (%),,,,,,,Asian/Asian British,Pakistani,,,85.7
2015,Percentage (%),,,,,,,White,,,,85.9
2015,Percentage (%),,,,,,,,,Employed,,96.9
2015,Percentage (%),,,,,,,,,Government employment & training programmes,,92.4
2015,Percentage (%),,,,,,,,,Inactive,,81.5
2015,Percentage (%),,,,,,,,,Retired,,54.5
2015,Percentage (%),,,,,,,,,Self-employed,,95.0
2015,Percentage (%),,,,,,,,,Student,,99.1
2015,Percentage (%),,,,,,,,,Unemployed,,94.9
2015,Percentage (%),,,,,,,,,Unpaid family worker,,89.5
2015,Percentage (%),,,,,,,,,,,86.2
2016,Percentage (%),Female,16 to 24,,,,,,,,,99.4
2016,Percentage (%),Female,25 to 34,,,,,,,,,99.1
2016,Percentage (%),Female,35 to 44,,,,,,,,,98.3
2016,Percentage (%),Female,45 to 54,,,,,,,,,94.9
2016,Percentage (%),Female,55 to 64,,,,,,,,,88.3
2016,Percentage (%),Female,65 to 74,,,,,,,,,72.5
2016,Percentage (%),Female,75 and over,,,,,,,,,32.6
2016,Percentage (%),Female,,,,,,,,,,86.4
2016,Percentage (%),Male,16 to 24,,,,,,,,,99.0
2016,Percentage (%),Male,25 to 34,,,,,,,,,98.8
2016,Percentage (%),Male,35 to 44,,,,,,,,,98.1
2016,Percentage (%),Male,45 to 54,,,,,,,,,95.0
2016,Percentage (%),Male,55 to 64,,,,,,,,,88.2
2016,Percentage (%),Male,65 to 74,,,,,,,,,75.8
2016,Percentage (%),Male,75 and over,,,,,,,,,46.7
2016,Percentage (%),Male,,,,,,,,,,89.4
2016,Percentage (%),,16 to 24,,,,Equality Act disabled,,,,,97.3
2016,Percentage (%),,16 to 24,,,,Not Equality Act disabled,,,,,99.4
2016,Percentage (%),,16 to 24,,,,,,,,,99.2
2016,Percentage (%),,25 to 34,,,,Equality Act disabled,,,,,96.2
2016,Percentage (%),,25 to 34,,,,Not Equality Act disabled,,,,,99.3
2016,Percentage (%),,25 to 34,,,,,,,,,98.9
2016,Percentage (%),,35 to 44,,,,Equality Act disabled,,,,,94.6
2016,Percentage (%),,35 to 44,,,,Not Equality Act disabled,,,,,98.9
2016,Percentage (%),,35 to 44,,,,,,,,,98.2
2016,Percentage (%),,45 to 54,,,,Equality Act disabled,,,,,87.4
2016,Percentage (%),,45 to 54,,,,Not Equality Act disabled,,,,,96.8
2016,Percentage (%),,45 to 54,,,,,,,,,94.9
2016,Percentage (%),,55 to 64,,,,Equality Act disabled,,,,,77.6
2016,Percentage (%),,55 to 64,,,,Not Equality Act disabled,,,,,92.5
2016,Percentage (%),,55 to 64,,,,,,,,,88.3
2016,Percentage (%),,65 to 74,,,,Equality Act disabled,,,,,65.0
2016,Percentage (%),,65 to 74,,,,Not Equality Act disabled,,,,,79.1
2016,Percentage (%),,65 to 74,,,,,,,,,74.1
2016,Percentage (%),,75 and over,,,,Equality Act disabled,,,,,30.8
2016,Percentage (%),,75 and over,,,,Not Equality Act disabled,,,,,48.1
2016,Percentage (%),,75 and over,,,,,,,,,38.7
2016,Percentage (%),,,,,Derby,,,,,E06000015,84.4
2016,Percentage (%),,,,,East Derbyshire,,,,,E12000004,85.5
2016,Percentage (%),,,,,Leicester,,,,,E06000016,86.3
2016,Percentage (%),,,,,Leicestershire CC and Rutland,,,,,E12000004,89.2
2016,Percentage (%),,,,,Lincolnshire,,,,,E12000004,84.0
2016,Percentage (%),,,,,North Nottinghamshire,,,,,E10000024,83.5
2016,Percentage (%),,,,,Nottingham,,,,,E06000018,85.2
2016,Percentage (%),,,,,South and West Derbyshire,,,,,E12000004,87.8
2016,Percentage (%),,,,,South Nottinghamshire,,,,,E10000024,82.2
2016,Percentage (%),,,East Midlands,,,,,,,E12000004,86.6
2016,Percentage (%),,,,,Cambridgeshire CC,,,,,E12000006,90.6
2016,Percentage (%),,,,,Hertfordshire,,,,,E12000006,91.1
2016,Percentage (%),,,,,Luton,,,,,E06000032,81.7
2016,Percentage (%),,,,,Peterborough,,,,,E06000031,87.2
2016,Percentage (%),,,,,Southend-on-Sea,,,,,E06000033,84.7
2016,Percentage (%),,,,,Suffolk,,,,,E12000006,89.8
2016,Percentage (%),,,,,Thurrock,,,,,E06000034,80.7
2016,Percentage (%),,,East of England,,,,,,,E12000006,88.9
2016,Percentage (%),,,London,,,,,,,E12000007,91.0
2016,Percentage (%),,,,,Darlington,,,,,E06000005,85.2
2016,Percentage (%),,,,,County Durham,,,,,E06000047,82.8
2016,Percentage (%),,,,,Hartlepool and Stockton-on-Tees,,,,,E12000001,85.6
2016,Percentage (%),,,,,Northumberland,,,,,E06000057,79.8
2016,Percentage (%),,,,,Middlesbrough,,,,,E06000002,84.0
2016,Percentage (%),,,,,Sunderland,,,,,E08000024,80.5
2016,Percentage (%),,,,,Tyneside,,,,,E12000001,82.5
2016,Percentage (%),,,North East,,,,,,,E12000001,82.6
2016,Percentage (%),,,,,Blackburn with Darwen,,,,,E06000008,77.9
2016,Percentage (%),,,,,Blackpool,,,,,E06000009,89.0
2016,Percentage (%),,,,,Carlisle,,,,,E07000028,88.4
2016,Percentage (%),,,,,Allerdale,,,,,E07000026,87.6
2016,Percentage (%),,,North West,,,,,,,E12000002,87.3
2016,Percentage (%),,,Northern Ireland,,,,,,,N92000002,82.0
2016,Percentage (%),,,,,Angus and Dundee City,,,,,S92000003,86.6
2016,Percentage (%),,,,,Clackmannanshire and Fife,,,,,S92000003,91.2
2016,Percentage (%),,,,,Dumfries  Galloway,,,,,S92000003,80.9
2016,Percentage (%),,,,,East Ayrshire and North Ayrshire mainland,,,,,S92000003,81.6
2016,Percentage (%),,,,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,S92000003,84.7
2016,Percentage (%),,,,,East Lothian and Midlothian,,,,,S92000003,89.4
2016,Percentage (%),,,,,"Edinburgh, City of",,,,,S92000003,91.1
2016,Percentage (%),,,,,Falkirk,,,,,S12000014,75.0
2016,Percentage (%),,,,,Glasgow City,,,,,S12000046,83.1
2016,Percentage (%),,,,,Highlands and Islands,,,,,S92000003,86.6
2016,Percentage (%),,,,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,S92000003,86.0
2016,Percentage (%),,,,,North Lanarkshire,,,,,S12000044,86.9
2016,Percentage (%),,,,,Perth  Kinross and Stirling,,,,,S92000003,86.8
2016,Percentage (%),,,,,Scottish Borders,,,,,S12000026,93.0
2016,Percentage (%),,,,,South Ayrshire,,,,,S12000028,89.3
2016,Percentage (%),,,,,South Lanarkshire,,,,,S12000029,90.1
2016,Percentage (%),,,,,West Lothian,,,,,S12000040,88.5
2016,Percentage (%),,,Scotland,,,,,,,S92000003,87.1
2016,Percentage (%),,,,,Berkshire,,,,,E12000008,91.7
2016,Percentage (%),,,,,Brighton and Hove,,,,,E06000043,96.0
2016,Percentage (%),,,,Buckinghamshire,,,,,,E10000002,90.6
2016,Percentage (%),,,,,East Sussex CC,,,,,E12000008,87.9
2016,Percentage (%),,,,,Isle of Wight,,,,,E06000046,83.0
2016,Percentage (%),,,,,Medway,,,,,E06000035,86.9
2016,Percentage (%),,,,,Milton Keynes,,,,,E06000042,89.4
2016,Percentage (%),,,,,Oxfordshire,,,,,E12000008,94.1
2016,Percentage (%),,,,,Portsmouth,,,,,E06000044,89.6
2016,Percentage (%),,,,,Southampton,,,,,E06000045,89.6
2016,Percentage (%),,,South East,,,,,,,E12000008,90.6
2016,Percentage (%),,,,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,91.9
2016,Percentage (%),,,,,Bournemouth and Poole,,,,,E12000009,86.8
2016,Percentage (%),,,,,Bristol,,,,,E06000023,94.9
2016,Percentage (%),,,,,Cornwall and Isles of Scilly,,,,,E12000009,88.1
2016,Percentage (%),,,,,Devon CC,,,,,E12000009,87.8
2016,Percentage (%),,,,,Dorset CC,,,,,E12000009,89.3
2016,Percentage (%),,,,,Gloucestershire,,,,,E12000009,92.1
2016,Percentage (%),,,,,Plymouth,,,,,E06000026,86.2
2016,Percentage (%),,,,,Somerset,,,,,E12000009,88.2
2016,Percentage (%),,,,,Swindon,,,,,E06000030,90.4
2016,Percentage (%),,,,,Torbay,,,,,E06000027,95.1
2016,Percentage (%),,,,,Wiltshire,,,,,E06000054,89.7
2016,Percentage (%),,,South West,,,,,,,E12000009,89.8
2016,Percentage (%),,,,,Bridgend and Neath Port Talbot,,,,,W92000004,86.9
2016,Percentage (%),,,,,Cardiff and Vale of Glamorgan,,,,,W92000004,86.8
2016,Percentage (%),,,,,Central Valleys,,,,,W92000004,81.8
2016,Percentage (%),,,,,Conwy and Denbighshire,,,,,W92000004,80.6
2016,Percentage (%),,,,,Flintshire and Wrexham,,,,,W92000004,84.6
2016,Percentage (%),,,,,Gwent,,,,,W92000004,89.7
2016,Percentage (%),,,,,Gwynedd,,,,,W06000002,86.5
2016,Percentage (%),,,,,Isle of Anglesey,,,,,W06000001,89.1
2016,Percentage (%),,,,,Monmouthshire and Newport,,,,,W92000004,83.9
2016,Percentage (%),,,,,Powys,,,,,W06000023,88.5
2016,Percentage (%),,,,,Pembrokeshire,,,,,W06000009,86.1
2016,Percentage (%),,,,,Swansea,,,,,W06000011,83.4
2016,Percentage (%),,,Wales,,,,,,,W92000004,85.5
2016,Percentage (%),,,,,Birmingham,,,,,E08000025,87.3
2016,Percentage (%),,,,,Coventry,,,,,E08000026,89.5
2016,Percentage (%),,,,,Herefordshire,,,,,E06000019,82.2
2016,Percentage (%),,,,,Shropshire CC,,,,,E12000005,82.7
2016,Percentage (%),,,,,Solihull,,,,,E08000029,82.2
